date	MWHZ
19960611	0.00
19960612	0.00
19960613	0.00
19960614	0.00
19960615	0.00
19960616	0.00
19960617	0.00
19960618	0.00
19960619	0.00
19960620	0.00
19960621	0.00
19960622	0.00
19960623	0.00
19960624	0.00
19960625	0.00
19960626	0.00
19960627	0.00
19960628	0.00
19960629	0.00
19960630	0.00
19960701	0.00
19960702	0.00
19960703	0.00
19960704	0.00
19960705	0.00
19960706	0.00
19960707	0.00
19960708	0.00
19960709	0.00
19960710	0.00
19960711	0.00
19960712	0.00
19960713	0.00
19960714	0.00
19960715	0.00
19960716	0.00
19960717	0.00
19960718	0.00
19960719	0.00
19960720	0.00
19960721	0.00
19960722	0.00
19960723	0.00
19960724	0.00
19960725	0.00
19960726	0.00
19960727	0.00
19960728	0.00
19960729	0.00
19960730	0.00
19960731	0.00
19960801	0.00
19960802	0.00
19960803	0.00
19960804	0.00
19960805	0.00
19960806	0.00
19960807	0.00
19960808	0.00
19960809	0.00
19960810	0.00
19960811	0.00
19960812	0.00
19960813	0.00
19960814	0.00
19960815	0.00
19960816	0.00
19960817	0.00
19960818	0.00
19960819	0.00
19960820	0.00
19960821	0.00
19960822	0.00
19960823	0.00
19960824	0.00
19960825	0.00
19960826	0.00
19960827	0.00
19960828	0.00
19960829	0.00
19960830	0.00
19960831	0.00
19960901	0.00
19960902	0.00
19960903	0.00
19960904	0.00
19960905	0.00
19960906	0.00
19960907	0.00
19960908	0.00
19960909	0.00
19960910	0.00
19960911	0.00
19960912	0.00
19960913	0.00
19960914	0.00
19960915	0.00
19960916	0.00
19960917	0.00
19960918	0.00
19960919	0.00
19960920	0.00
19960921	0.00
19960922	0.00
19960923	0.00
19960924	0.00
19960925	0.00
19960926	0.00
19960927	0.00
19960928	0.00
19960929	0.00
19960930	0.00
19961001	0.00
19961002	0.00
19961003	0.00
19961004	0.00
19961005	0.00
19961006	0.00
19961007	0.00
19961008	0.00
19961009	0.00
19961010	0.00
19961011	0.00
19961012	0.00
19961013	0.00
19961014	0.00
19961015	0.00
19961016	0.00
19961017	0.00
19961018	0.00
19961019	0.00
19961020	0.00
19961021	0.00
19961022	0.00
19961023	0.00
19961024	0.00
19961025	0.00
19961026	0.00
19961027	0.00
19961028	0.00
19961029	0.00
19961030	0.00
19961031	0.00
19961101	0.00
19961102	0.00
19961103	0.00
19961104	0.00
19961105	0.00
19961106	0.00
19961107	0.00
19961108	0.00
19961109	0.00
19961110	0.00
19961111	0.00
19961112	0.00
19961113	0.00
19961114	0.00
19961115	0.00
19961116	0.00
19961117	0.00
19961118	0.00
19961119	0.00
19961120	0.00
19961121	0.00
19961122	0.00
19961123	0.00
19961124	0.00
19961125	0.00
19961126	0.00
19961127	0.00
19961128	0.00
19961129	0.00
19961130	0.00
19961201	0.00
19961202	0.00
19961203	0.00
19961204	0.00
19961205	0.00
19961206	0.00
19961207	0.00
19961208	0.00
19961209	0.00
19961210	0.00
19961211	0.00
19961212	0.00
19961213	0.00
19961214	0.00
19961215	0.00
19961216	0.00
19961217	0.00
19961218	0.00
19961219	0.00
19961220	0.00
19961221	0.00
19961222	0.00
19961223	0.00
19961224	0.00
19961225	0.00
19961226	0.00
19961227	0.00
19961228	0.00
19961229	0.00
19961230	0.00
19961231	0.00
19970101	0.83
19970102	1.00
19970103	1.00
19970104	1.00
19970105	1.00
19970106	1.00
19970107	1.00
19970108	1.00
19970109	1.00
19970110	1.00
19970111	0.98
19970112	1.00
19970113	1.00
19970114	1.00
19970115	1.00
19970116	0.80
19970117	1.00
19970118	1.00
19970119	1.00
19970120	1.00
19970121	1.00
19970122	1.00
19970123	1.00
19970124	1.00
19970125	1.00
19970126	1.00
19970127	1.00
19970128	1.00
19970129	1.00
19970130	1.00
19970131	1.00
19970201	0.91
19970202	1.00
19970203	1.00
19970204	1.00
19970205	1.00
19970206	1.00
19970207	0.99
19970208	0.99
19970209	1.00
19970210	1.00
19970211	1.00
19970212	1.00
19970213	1.00
19970214	1.00
19970215	1.00
19970216	1.00
19970217	1.00
19970218	1.00
19970219	1.00
19970220	1.00
19970221	1.00
19970222	1.00
19970223	1.00
19970224	1.00
19970225	1.00
19970226	1.00
19970227	1.00
19970228	1.00
19970301	1.00
19970302	1.00
19970303	1.00
19970304	1.00
19970305	1.00
19970306	1.00
19970307	1.00
19970308	1.00
19970309	1.00
19970310	1.00
19970311	1.00
19970312	1.00
19970313	1.00
19970314	1.00
19970315	1.00
19970316	1.00
19970317	1.00
19970318	1.00
19970319	1.00
19970320	1.00
19970321	1.00
19970322	1.00
19970323	1.00
19970324	1.00
19970325	1.00
19970326	1.00
19970327	1.00
19970328	1.00
19970329	1.00
19970330	1.00
19970331	1.00
19970401	1.00
19970402	1.00
19970403	1.00
19970404	1.00
19970405	1.00
19970406	1.00
19970407	1.00
19970408	1.00
19970409	1.00
19970410	1.00
19970411	1.00
19970412	1.00
19970413	1.00
19970414	1.00
19970415	1.00
19970416	1.00
19970417	1.00
19970418	1.00
19970419	1.00
19970420	1.00
19970421	1.00
19970422	1.00
19970423	1.00
19970424	1.00
19970425	1.00
19970426	1.00
19970427	1.00
19970428	1.00
19970429	1.00
19970430	1.00
19970501	1.00
19970502	1.00
19970503	1.00
19970504	1.00
19970505	1.00
19970506	1.00
19970507	1.00
19970508	1.00
19970509	1.00
19970510	1.00
19970511	1.00
19970512	0.97
19970513	1.00
19970514	1.00
19970515	1.00
19970516	1.00
19970517	1.00
19970518	1.00
19970519	1.00
19970520	1.00
19970521	0.99
19970522	1.00
19970523	1.00
19970524	1.00
19970525	1.00
19970526	1.00
19970527	1.00
19970528	1.00
19970529	1.00
19970530	1.00
19970531	1.00
19970601	1.00
19970602	1.00
19970603	1.00
19970604	1.00
19970605	1.00
19970606	1.00
19970607	1.00
19970608	1.00
19970609	1.00
19970610	1.00
19970611	1.00
19970612	1.00
19970613	1.00
19970614	1.00
19970615	1.00
19970616	1.00
19970617	1.00
19970618	1.00
19970619	1.00
19970620	1.00
19970621	1.00
19970622	1.00
19970623	1.00
19970624	1.00
19970625	1.00
19970626	1.00
19970627	1.00
19970628	1.00
19970629	1.00
19970630	1.00
19970701	0.99
19970702	1.00
19970703	1.00
19970704	1.00
19970705	1.00
19970706	1.00
19970707	1.00
19970708	1.00
19970709	1.00
19970710	1.00
19970711	1.00
19970712	1.00
19970713	0.99
19970714	1.00
19970715	1.00
19970716	1.00
19970717	1.00
19970718	1.00
19970719	1.00
19970720	1.00
19970721	1.00
19970722	1.00
19970723	1.00
19970724	1.00
19970725	1.00
19970726	1.00
19970727	1.00
19970728	1.00
19970729	1.00
19970730	1.00
19970731	1.00
19970801	1.00
19970802	1.00
19970803	1.00
19970804	1.00
19970805	1.00
19970806	1.00
19970807	1.00
19970808	1.00
19970809	1.00
19970810	1.00
19970811	1.00
19970812	1.00
19970813	1.00
19970814	1.00
19970815	1.00
19970816	1.00
19970817	1.00
19970818	1.00
19970819	1.00
19970820	1.00
19970821	1.00
19970822	1.00
19970823	1.00
19970824	1.00
19970825	1.00
19970826	1.00
19970827	1.00
19970828	1.00
19970829	1.00
19970830	1.00
19970831	1.00
19970901	1.00
19970902	1.00
19970903	1.00
19970904	1.00
19970905	0.96
19970906	0.57
19970907	0.94
19970908	1.00
19970909	1.00
19970910	1.00
19970911	1.00
19970912	1.00
19970913	0.90
19970914	1.00
19970915	0.85
19970916	1.00
19970917	1.00
19970918	1.00
19970919	1.00
19970920	1.00
19970921	1.00
19970922	1.00
19970923	1.00
19970924	1.00
19970925	1.00
19970926	1.00
19970927	1.00
19970928	1.00
19970929	1.00
19970930	1.00
19971001	1.00
19971002	0.99
19971003	1.00
19971004	1.00
19971005	1.00
19971006	1.00
19971007	0.85
19971008	1.00
19971009	1.00
19971010	1.00
19971011	1.00
19971012	1.00
19971013	1.00
19971014	1.00
19971015	1.00
19971016	1.00
19971017	1.00
19971018	1.00
19971019	1.00
19971020	1.00
19971021	1.00
19971022	1.00
19971023	1.00
19971024	1.00
19971025	0.83
19971026	1.00
19971027	1.00
19971028	0.98
19971029	1.00
19971030	1.00
19971031	1.00
19971101	1.00
19971102	1.00
19971103	1.00
19971104	1.00
19971105	1.00
19971106	1.00
19971107	0.85
19971108	1.00
19971109	1.00
19971110	1.00
19971111	1.00
19971112	1.00
19971113	1.00
19971114	1.00
19971115	1.00
19971116	1.00
19971117	0.99
19971118	1.00
19971119	1.00
19971120	1.00
19971121	1.00
19971122	1.00
19971123	1.00
19971124	1.00
19971125	1.00
19971126	1.00
19971127	1.00
19971128	1.00
19971129	1.00
19971130	1.00
19971201	1.00
19971202	1.00
19971203	0.58
19971204	0.00
19971205	0.00
19971206	0.00
19971207	0.00
19971208	0.00
19971209	0.00
19971210	0.00
19971211	0.00
19971212	0.00
19971213	0.00
19971214	0.00
19971215	0.00
19971216	0.00
19971217	0.00
19971218	0.00
19971219	0.00
19971220	0.00
19971221	0.00
19971222	0.00
19971223	0.00
19971224	0.00
19971225	0.00
19971226	0.00
19971227	0.00
19971228	0.00
19971229	0.00
19971230	0.00
19971231	0.00
19980101	0.00
19980102	0.00
19980103	0.00
19980104	0.05
19980105	0.89
19980106	0.84
19980107	0.90
19980108	0.92
19980109	0.90
19980110	0.98
19980111	1.00
19980112	1.00
19980113	1.00
19980114	1.00
19980115	1.00
19980116	1.00
19980117	0.98
19980118	1.00
19980119	1.00
19980120	0.80
19980121	0.00
19980122	0.00
19980123	0.00
19980124	0.00
19980125	0.00
19980126	0.00
19980127	0.00
19980128	0.00
19980129	0.00
19980130	0.00
19980131	0.00
19980201	0.00
19980202	0.00
19980203	0.00
19980204	0.00
19980205	0.00
19980206	0.00
19980207	0.00
19980208	0.00
19980209	0.00
19980210	0.00
19980211	0.00
19980212	0.00
19980213	0.00
19980214	0.00
19980215	0.00
19980216	0.00
19980217	0.00
19980218	0.00
19980219	0.00
19980220	0.00
19980221	0.00
19980222	0.00
19980223	0.00
19980224	0.00
19980225	0.00
19980226	0.00
19980227	0.00
19980228	0.00
19980301	0.00
19980302	0.00
19980303	0.00
19980304	0.00
19980305	0.00
19980306	0.00
19980307	0.00
19980308	0.00
19980309	0.00
19980310	0.00
19980311	0.00
19980312	0.00
19980313	0.00
19980314	0.00
19980315	0.00
19980316	0.00
19980317	0.00
19980318	0.00
19980319	0.00
19980320	0.00
19980321	0.00
19980322	0.00
19980323	0.00
19980324	0.00
19980325	0.00
19980326	0.00
19980327	0.00
19980328	0.00
19980329	0.00
19980330	0.00
19980331	0.00
19980401	0.00
19980402	0.00
19980403	0.00
19980404	0.00
19980405	0.00
19980406	0.00
19980407	0.00
19980408	0.00
19980409	0.00
19980410	0.00
19980411	0.00
19980412	0.00
19980413	0.00
19980414	0.00
19980415	0.00
19980416	0.00
19980417	0.00
19980418	0.00
19980419	0.00
19980420	0.00
19980421	0.00
19980422	0.00
19980423	0.00
19980424	0.00
19980425	0.00
19980426	0.00
19980427	0.00
19980428	0.00
19980429	0.00
19980430	0.00
19980501	0.00
19980502	0.00
19980503	0.00
19980504	0.00
19980505	0.00
19980506	0.00
19980507	0.00
19980508	0.00
19980509	0.00
19980510	0.00
19980511	0.00
19980512	0.00
19980513	0.00
19980514	0.00
19980515	0.00
19980516	0.00
19980517	0.00
19980518	0.00
19980519	0.00
19980520	0.00
19980521	0.00
19980522	0.00
19980523	0.00
19980524	0.00
19980525	0.00
19980526	0.00
19980527	0.00
19980528	0.00
19980529	0.00
19980530	0.00
19980531	0.00
19980601	0.00
19980602	0.00
19980603	0.00
19980604	0.00
19980605	0.00
19980606	0.00
19980607	0.00
19980608	0.00
19980609	0.00
19980610	0.00
19980611	0.00
19980612	0.00
19980613	0.00
19980614	0.00
19980615	0.00
19980616	0.00
19980617	0.00
19980618	0.00
19980619	0.00
19980620	0.00
19980621	0.00
19980622	0.00
19980623	0.00
19980624	0.00
19980625	0.00
19980626	0.00
19980627	0.00
19980628	0.00
19980629	0.00
19980630	0.00
19980701	0.00
19980702	0.00
19980703	0.00
19980704	0.00
19980705	0.00
19980706	0.00
19980707	0.00
19980708	0.00
19980709	0.00
19980710	0.00
19980711	0.00
19980712	0.00
19980713	0.00
19980714	0.00
19980715	0.00
19980716	0.00
19980717	0.00
19980718	0.00
19980719	0.00
19980720	0.00
19980721	0.00
19980722	0.00
19980723	0.00
19980724	0.44
19980725	1.00
19980726	1.00
19980727	1.00
19980728	1.00
19980729	1.00
19980730	1.00
19980731	1.00
19980801	1.00
19980802	1.00
19980803	1.00
19980804	1.00
19980805	1.00
19980806	0.98
19980807	1.00
19980808	1.00
19980809	1.00
19980810	1.00
19980811	1.00
19980812	1.00
19980813	1.00
19980814	1.00
19980815	1.00
19980816	1.00
19980817	1.00
19980818	1.00
19980819	1.00
19980820	1.00
19980821	1.00
19980822	1.00
19980823	1.00
19980824	1.00
19980825	0.64
19980826	1.00
19980827	1.00
19980828	0.74
19980829	1.00
19980830	1.00
19980831	1.00
19980901	1.00
19980902	1.00
19980903	1.00
19980904	1.00
19980905	1.00
19980906	1.00
19980907	1.00
19980908	0.94
19980909	1.00
19980910	1.00
19980911	1.00
19980912	1.00
19980913	1.00
19980914	1.00
19980915	1.00
19980916	1.00
19980917	1.00
19980918	1.00
19980919	1.00
19980920	0.63
19980921	0.00
19980922	0.12
19980923	0.57
19980924	0.90
19980925	0.66
19980926	0.88
19980927	0.94
19980928	0.95
19980929	0.87
19980930	0.86
19981001	0.46
19981002	0.51
19981003	0.53
19981004	0.72
19981005	0.76
19981006	0.92
19981007	0.82
19981008	0.60
19981009	0.99
19981010	0.99
19981011	1.00
19981012	1.00
19981013	0.99
19981014	1.00
19981015	1.00
19981016	1.00
19981017	1.00
19981018	1.00
19981019	1.00
19981020	1.00
19981021	1.00
19981022	1.00
19981023	1.00
19981024	1.00
19981025	1.00
19981026	1.00
19981027	1.00
19981028	1.00
19981029	1.00
19981030	1.00
19981031	1.00
19981101	1.00
19981102	1.00
19981103	1.00
19981104	1.00
19981105	1.00
19981106	1.00
19981107	1.00
19981108	1.00
19981109	1.00
19981110	1.00
19981111	1.00
19981112	0.99
19981113	1.00
19981114	1.00
19981115	1.00
19981116	1.00
19981117	1.00
19981118	1.00
19981119	1.00
19981120	1.00
19981121	1.00
19981122	1.00
19981123	1.00
19981124	1.00
19981125	1.00
19981126	1.00
19981127	1.00
19981128	1.00
19981129	0.87
19981130	1.00
19981201	1.00
19981202	1.00
19981203	1.00
19981204	1.00
19981205	1.00
19981206	1.00
19981207	1.00
19981208	1.00
19981209	0.99
19981210	1.00
19981211	1.00
19981212	1.00
19981213	1.00
19981214	1.00
19981215	1.00
19981216	1.00
19981217	1.00
19981218	1.00
19981219	1.00
19981220	1.00
19981221	1.00
19981222	1.00
19981223	1.00
19981224	1.00
19981225	1.00
19981226	1.00
19981227	1.00
19981228	1.00
19981229	1.00
19981230	1.00
19981231	1.00
19990101	1.00
19990102	1.00
19990103	1.00
19990104	1.00
19990105	1.00
19990106	1.00
19990107	1.00
19990108	1.00
19990109	1.00
19990110	1.00
19990111	1.00
19990112	1.00
19990113	1.00
19990114	1.00
19990115	1.00
19990116	1.00
19990117	1.00
19990118	1.00
19990119	1.00
19990120	1.00
19990121	1.00
19990122	1.00
19990123	1.00
19990124	1.00
19990125	1.00
19990126	1.00
19990127	1.00
19990128	1.00
19990129	1.00
19990130	1.00
19990131	1.00
19990201	1.00
19990202	0.94
19990203	0.99
19990204	1.00
19990205	1.00
19990206	1.00
19990207	1.00
19990208	1.00
19990209	1.00
19990210	1.00
19990211	1.00
19990212	1.00
19990213	1.00
19990214	1.00
19990215	1.00
19990216	1.00
19990217	1.00
19990218	1.00
19990219	1.00
19990220	1.00
19990221	1.00
19990222	1.00
19990223	1.00
19990224	1.00
19990225	1.00
19990226	1.00
19990227	1.00
19990228	1.00
19990301	1.00
19990302	1.00
19990303	1.00
19990304	0.97
19990305	1.00
19990306	1.00
19990307	1.00
19990308	1.00
19990309	1.00
19990310	1.00
19990311	0.93
19990312	1.00
19990313	1.00
19990314	1.00
19990315	1.00
19990316	1.00
19990317	1.00
19990318	1.00
19990319	1.00
19990320	1.00
19990321	1.00
19990322	1.00
19990323	1.00
19990324	1.00
19990325	1.00
19990326	1.00
19990327	0.95
19990328	0.88
19990329	0.98
19990330	1.00
19990331	1.00
19990401	1.00
19990402	1.00
19990403	1.00
19990404	1.00
19990405	1.00
19990406	1.00
19990407	1.00
19990408	1.00
19990409	1.00
19990410	1.00
19990411	1.00
19990412	1.00
19990413	1.00
19990414	1.00
19990415	1.00
19990416	1.00
19990417	1.00
19990418	1.00
19990419	1.00
19990420	1.00
19990421	1.00
19990422	1.00
19990423	1.00
19990424	1.00
19990425	1.00
19990426	1.00
19990427	1.00
19990428	1.00
19990429	1.00
19990430	1.00
19990501	0.50
19990502	1.00
19990503	1.00
19990504	1.00
19990505	1.00
19990506	1.00
19990507	1.00
19990508	1.00
19990509	1.00
19990510	1.00
19990511	1.00
19990512	1.00
19990513	1.00
19990514	1.00
19990515	1.00
19990516	1.00
19990517	1.00
19990518	1.00
19990519	1.00
19990520	1.00
19990521	1.00
19990522	1.00
19990523	1.00
19990524	1.00
19990525	1.00
19990526	1.00
19990527	1.00
19990528	1.00
19990529	1.00
19990530	1.00
19990531	1.00
19990601	1.00
19990602	1.00
19990603	1.00
19990604	1.00
19990605	1.00
19990606	1.00
19990607	1.00
19990608	1.00
19990609	1.00
19990610	1.00
19990611	1.00
19990612	1.00
19990613	1.00
19990614	1.00
19990615	1.00
19990616	1.00
19990617	1.00
19990618	1.00
19990619	1.00
19990620	1.00
19990621	1.00
19990622	1.00
19990623	1.00
19990624	1.00
19990625	0.99
19990626	1.00
19990627	1.00
19990628	1.00
19990629	1.00
19990630	1.00
19990701	1.00
19990702	1.00
19990703	1.00
19990704	1.00
19990705	1.00
19990706	1.00
19990707	1.00
19990708	1.00
19990709	1.00
19990710	1.00
19990711	1.00
19990712	1.00
19990713	1.00
19990714	1.00
19990715	1.00
19990716	1.00
19990717	1.00
19990718	1.00
19990719	1.00
19990720	1.00
19990721	0.55
19990722	1.00
19990723	1.00
19990724	1.00
19990725	1.00
19990726	1.00
19990727	1.00
19990728	1.00
19990729	1.00
19990730	1.00
19990731	1.00
19990801	1.00
19990802	1.00
19990803	1.00
19990804	1.00
19990805	1.00
19990806	1.00
19990807	1.00
19990808	1.00
19990809	1.00
19990810	1.00
19990811	1.00
19990812	1.00
19990813	1.00
19990814	1.00
19990815	1.00
19990816	1.00
19990817	1.00
19990818	1.00
19990819	1.00
19990820	1.00
19990821	1.00
19990822	1.00
19990823	1.00
19990824	1.00
19990825	1.00
19990826	1.00
19990827	1.00
19990828	1.00
19990829	1.00
19990830	1.00
19990831	1.00
19990901	1.00
19990902	1.00
19990903	1.00
19990904	1.00
19990905	1.00
19990906	1.00
19990907	1.00
19990908	1.00
19990909	1.00
19990910	1.00
19990911	1.00
19990912	1.00
19990913	1.00
19990914	1.00
19990915	1.00
19990916	1.00
19990917	1.00
19990918	1.00
19990919	1.00
19990920	1.00
19990921	1.00
19990922	1.00
19990923	1.00
19990924	1.00
19990925	0.63
19990926	0.00
19990927	0.13
19990928	0.64
19990929	0.00
19990930	0.45
19991001	0.96
19991002	0.71
19991003	0.93
19991004	0.92
19991005	1.00
19991006	1.00
19991007	1.00
19991008	1.00
19991009	1.00
19991010	1.00
19991011	0.76
19991012	1.00
19991013	1.00
19991014	1.00
19991015	1.00
19991016	1.00
19991017	1.00
19991018	1.00
19991019	1.00
19991020	1.00
19991021	0.64
19991022	0.99
19991023	1.00
19991024	1.00
19991025	1.00
19991026	1.00
19991027	1.00
19991028	0.85
19991029	1.00
19991030	1.00
19991031	1.00
19991101	1.00
19991102	1.00
19991103	1.00
19991104	1.00
19991105	1.00
19991106	1.00
19991107	1.00
19991108	1.00
19991109	1.00
19991110	1.00
19991111	1.00
19991112	1.00
19991113	1.00
19991114	1.00
19991115	1.00
19991116	1.00
19991117	1.00
19991118	0.44
19991119	1.00
19991120	1.00
19991121	1.00
19991122	0.78
19991123	1.00
19991124	1.00
19991125	1.00
19991126	1.00
19991127	1.00
19991128	1.00
19991129	1.00
19991130	0.86
19991201	0.24
19991202	1.00
19991203	1.00
19991204	1.00
19991205	1.00
19991206	0.95
19991207	1.00
19991208	1.00
19991209	1.00
19991210	0.99
19991211	1.00
19991212	1.00
19991213	1.00
19991214	1.00
19991215	1.00
19991216	1.00
19991217	1.00
19991218	1.00
19991219	1.00
19991220	1.00
19991221	1.00
19991222	1.00
19991223	1.00
19991224	1.00
19991225	1.00
19991226	1.00
19991227	1.00
19991228	1.00
19991229	1.00
19991230	1.00
19991231	1.00
20000101	1.00
20000102	1.00
20000103	1.00
20000104	1.00
20000105	1.00
20000106	1.00
20000107	1.00
20000108	1.00
20000109	1.00
20000110	1.00
20000111	1.00
20000112	1.00
20000113	1.00
20000114	1.00
20000115	1.00
20000116	1.00
20000117	1.00
20000118	1.00
20000119	1.00
20000120	1.00
20000121	1.00
20000122	1.00
20000123	1.00
20000124	1.00
20000125	1.00
20000126	1.00
20000127	1.00
20000128	1.00
20000129	1.00
20000130	1.00
20000131	1.00
20000201	1.00
20000202	1.00
20000203	1.00
20000204	1.00
20000205	1.00
20000206	1.00
20000207	1.00
20000208	1.00
20000209	1.00
20000210	1.00
20000211	1.00
20000212	1.00
20000213	1.00
20000214	1.00
20000215	1.00
20000216	1.00
20000217	1.00
20000218	1.00
20000219	1.00
20000220	1.00
20000221	1.00
20000222	1.00
20000223	1.00
20000224	1.00
20000225	1.00
20000226	1.00
20000227	1.00
20000228	1.00
20000229	1.00
20000301	1.00
20000302	1.00
20000303	1.00
20000304	1.00
20000305	1.00
20000306	1.00
20000307	1.00
20000308	1.00
20000309	1.00
20000310	1.00
20000311	1.00
20000312	1.00
20000313	1.00
20000314	1.00
20000315	1.00
20000316	0.97
20000317	0.46
20000318	1.00
20000319	1.00
20000320	1.00
20000321	1.00
20000322	1.00
20000323	1.00
20000324	1.00
20000325	1.00
20000326	1.00
20000327	1.00
20000328	1.00
20000329	1.00
20000330	1.00
20000331	1.00
20000401	1.00
20000402	1.00
20000403	1.00
20000404	1.00
20000405	1.00
20000406	1.00
20000407	1.00
20000408	1.00
20000409	1.00
20000410	1.00
20000411	1.00
20000412	1.00
20000413	1.00
20000414	1.00
20000415	1.00
20000416	1.00
20000417	1.00
20000418	1.00
20000419	1.00
20000420	1.00
20000421	1.00
20000422	1.00
20000423	1.00
20000424	1.00
20000425	1.00
20000426	0.51
20000427	1.00
20000428	1.00
20000429	1.00
20000430	1.00
20000501	1.00
20000502	1.00
20000503	1.00
20000504	1.00
20000505	1.00
20000506	1.00
20000507	1.00
20000508	1.00
20000509	1.00
